-19.249525872681737	180
-10.784297867562604	311
2.726310993906272	312
-15.10109816138544	574
-10.784297867562588	43
-40.072890052351	204
-29.74488129694223	253
-38.43730149106254	381
-28.354961785324065	259
-7.2369220259679885	55
1.8183029644518436	160
-32.41230661835122	417
-35.53767779197439	352
-38.990994042505484	336
1.8183029644518272	398
-31.097312885779456	319
-34.31508759999729	224
-17.612577842923834	585
-26.20011484134735	280
-1.8183029644518272	471
-36.13537661158921	386
-8.130102354155968	187
-22.425861921351796	214
-20.056094736575425	581
-28.35496178532407	192
-18.434948822922017	330
0.9093804491991384	185
-7.2369220259679965	485
0.0	656
-34.315087599997284	210
-31.759480084812807	421
-3.6329507394882103	543
-2.726310993906272	657
-36.7241071729248	161
-37.87498365109821	353
-4.537772507906652	530
-26.200114841347354	145
-33.69006752597979	131
-33.05582281155367	235
-25.463345061871618	522
-9.019322431381678	652
-20.854458039578354	499
-13.392497753751101	424
-14.250032697803594	530
-31.09731288577946	77
-19.24952587268173	290
4.537772507906652	515
2.7263109939062566	287
-5.44033203100552	221
-12.5288077091515	312
-9.904183212973876	526
-37.30394827798344	340
-34.93093730111058	374
-29.744881296942236	186
-22.425861921351792	277
-33.055822811553675	120
-30.425783801961266	435
-6.340191745909896	641
-39.53615718676336	305
-26.927677851040507	162
-11.659292653523	284
-26.92767785104051	249
-16.7826441452707	335
-18.43494882292201	162
-24.717440911083393	304
-5.440332031005496	349
-27.645975363738682	227
-23.962488974578193	268
-15.945395900922858	171
-27.64597536373869	242
-12.52880770915151	220
-15.945395900922863	311
3.6329507394882103	574
-8.130102354155975	376
-0.9093804491991384	498
-16.78264414527071	192
0.9093804491991545	351
-11.659292653522984	338
-9.904183212973868	8
-21.644435140714	456
-26.200114841347347	7
-1.8183029644518436	35
-39.53615718676337	9
-10.784297867562596	142
-24.7174409110834	178
-33.6900675259798	223
-36.72410717292481	218
-23.962488974578186	155
5.440332031005504	257
-13.392497753751085	103
-23.198590513648192	510
-29.054604099077153	451
